order_id,order_date,order_month,customer_id,category_id,region,channel,units,revenue,cost,profit,margin_rate,discount_rate,fulfillment_days
O009252,2025-02-23,2025-02,C01187,CAT003,West,Retail Store,2,331.38,206.8,124.58,0.3759,0.064,2
O009253,2025-02-01,2025-02,C00841,CAT001,West,Retail Store,2,498.24,371.32,126.92,0.2547,0.156,3
O009254,2025-02-09,2025-02,C00986,CAT004,South,Online,4,403.41,268.5,134.91,0.3344,0.116,8
O009255,2025-02-24,2025-02,C00641,CAT003,South,Online,3,543.28,330.82,212.46,0.3911,0.012,1
O009256,2025-02-09,2025-02,C00789,CAT004,West,Online,3,312.57,199.79,112.78,0.3608,0.069,4
O009257,2025-02-16,2025-02,C00983,CAT003,Northeast,Online,3,496.19,298.69,197.5,0.398,0.087,3
O009258,2025-02-05,2025-02,C00435,CAT002,Northeast,Online,3,417.75,268.53,149.22,0.3572,0.159,4
O009259,2025-02-14,2025-02,C00243,CAT004,West,Retail Store,3,303.2,189.61,113.59,0.3746,0.023,4
O009260,2025-02-03,2025-02,C01156,CAT001,South,Marketplace,3,665.1,481.76,183.34,0.2757,0.201,3
O009261,2025-02-11,2025-02,C00350,CAT001,West,Retail Store,4,1071.56,786.82,284.74,0.2657,0.068,1
O009262,2025-02-18,2025-02,C01085,CAT001,Midwest,Retail Store,3,796.92,601.09,195.83,0.2457,0.093,4
O009263,2025-02-12,2025-02,C00324,CAT002,Midwest,Online,1,147.8,101.39,46.41,0.314,0.115,1
O009264,2025-02-27,2025-02,C01180,CAT002,Northeast,Online,3,339.84,223.57,116.27,0.3421,0.096,8
O009265,2025-02-12,2025-02,C00568,CAT002,Midwest,Online,4,543.11,358.04,185.07,0.3408,0.003,3
O009266,2025-02-08,2025-02,C00633,CAT003,Midwest,Online,4,616.26,362.97,253.29,0.411,0.107,7
O009267,2025-02-22,2025-02,C00027,CAT003,South,Marketplace,2,276.61,171.84,104.77,0.3788,0.205,2
O009268,2025-02-14,2025-02,C00696,CAT004,West,Retail Store,4,413.04,267.87,145.17,0.3515,0.057,2
O009269,2025-02-11,2025-02,C00163,CAT004,South,Marketplace,2,149.9,100.17,49.73,0.3318,0.223,5
O009270,2025-02-03,2025-02,C00380,CAT002,West,Marketplace,3,335.24,216.85,118.39,0.3531,0.206,3
O009271,2025-02-22,2025-02,C00079,CAT001,Northeast,Online,4,1096.45,801.53,294.92,0.269,0.08,8
O009272,2025-02-24,2025-02,C01124,CAT005,Midwest,Online,3,327.47,218.26,109.21,0.3335,0.098,5
O009273,2025-02-27,2025-02,C00044,CAT004,South,Marketplace,2,157.54,100.94,56.6,0.3593,0.223,2
O009274,2025-02-19,2025-02,C00273,CAT002,South,Online,3,457.61,315.09,142.52,0.3114,0.117,4
O009275,2025-02-09,2025-02,C00340,CAT004,Northeast,Marketplace,3,207.4,137.85,69.55,0.3353,0.156,5
O009276,2025-02-03,2025-02,C01114,CAT002,West,Retail Store,2,319.36,220.33,99.03,0.3101,0.073,3
O009277,2025-02-05,2025-02,C00786,CAT004,Midwest,Marketplace,2,139.12,87.99,51.13,0.3675,0.146,4
O009278,2025-02-24,2025-02,C00405,CAT002,West,Retail Store,2,290.36,187.31,103.05,0.3549,0.045,1
O009279,2025-02-03,2025-02,C01149,CAT004,South,Retail Store,1,74.73,48.48,26.25,0.3513,0.16,4
O009280,2025-02-10,2025-02,C00292,CAT004,South,Marketplace,3,216.44,139.08,77.36,0.3574,0.224,2
O009281,2025-02-04,2025-02,C00496,CAT005,West,Marketplace,4,341.79,233.22,108.57,0.3177,0.214,2
O009282,2025-02-25,2025-02,C01009,CAT002,Northeast,Marketplace,2,259.62,174,85.62,0.3298,0.196,4
O009283,2025-02-05,2025-02,C00201,CAT005,Midwest,Marketplace,4,423.07,291.39,131.68,0.3112,0.221,5
O009284,2025-02-05,2025-02,C00504,CAT002,West,Online,3,459.23,299.39,159.84,0.3481,0.042,7
O009285,2025-02-08,2025-02,C00599,CAT001,West,Online,4,872.3,650.2,222.1,0.2546,0.088,2
O009286,2025-02-25,2025-02,C00639,CAT002,Midwest,Online,1,148.14,99.29,48.85,0.3298,0.002,4
O009287,2025-02-17,2025-02,C00756,CAT004,Northeast,Online,1,81.73,52.01,29.72,0.3636,0.157,1
O009288,2025-02-11,2025-02,C00005,CAT001,West,Marketplace,2,415.2,313.95,101.25,0.2439,0.152,4
O009289,2025-02-14,2025-02,C00637,CAT002,South,Marketplace,1,143,92.06,50.94,0.3562,0.163,1
O009290,2025-02-09,2025-02,C00206,CAT003,South,Retail Store,2,414.06,242.24,171.82,0.415,0,1
O009291,2025-02-03,2025-02,C00136,CAT001,West,Online,2,513.1,383.87,129.23,0.2519,0.001,2
O009292,2025-02-04,2025-02,C00124,CAT002,Midwest,Marketplace,3,390.78,262.72,128.06,0.3277,0.182,1
O009293,2025-02-18,2025-02,C00024,CAT003,South,Marketplace,2,337.1,197.81,139.29,0.4132,0.137,5
O009294,2025-02-07,2025-02,C00333,CAT005,South,Marketplace,4,493.19,339.26,153.93,0.3121,0.154,2
O009295,2025-02-27,2025-02,C00984,CAT002,Midwest,Online,1,146.24,98.52,47.72,0.3263,0.053,7
O009296,2025-02-24,2025-02,C00751,CAT003,West,Online,1,179.58,107.73,71.85,0.4001,0.04,8
O009297,2025-02-10,2025-02,C01152,CAT004,South,Retail Store,4,333.05,219.46,113.59,0.3411,0.115,3
O009298,2025-02-05,2025-02,C00346,CAT004,Midwest,Marketplace,3,275.49,177.08,98.41,0.3572,0.168,3
O009299,2025-02-11,2025-02,C00641,CAT005,South,Marketplace,4,344.41,231.6,112.81,0.3275,0.182,5
O009300,2025-02-17,2025-02,C00189,CAT004,Northeast,Marketplace,2,134.02,88.48,45.54,0.3398,0.176,5
O009301,2025-02-13,2025-02,C00841,CAT003,West,Online,4,697.34,430.07,267.27,0.3833,0.021,2
O009302,2025-02-19,2025-02,C00441,CAT001,Northeast,Retail Store,2,484.34,344.19,140.15,0.2894,0.023,3
O009303,2025-02-02,2025-02,C00092,CAT005,Midwest,Online,3,316.44,222.46,93.98,0.297,0.143,5
O009304,2025-02-18,2025-02,C00160,CAT005,Northeast,Online,1,97.68,67.93,29.75,0.3046,0.046,8
O009305,2025-02-09,2025-02,C00324,CAT002,Midwest,Retail Store,4,611.28,392.08,219.2,0.3586,0.039,4
O009306,2025-02-25,2025-02,C01118,CAT005,South,Marketplace,2,168.72,117.14,51.58,0.3057,0.211,4
O009307,2025-02-02,2025-02,C01019,CAT002,South,Marketplace,3,305.52,203.53,101.99,0.3338,0.177,4
O009308,2025-02-11,2025-02,C00573,CAT001,Midwest,Marketplace,4,782.53,573.74,208.79,0.2668,0.153,5
O009309,2025-02-25,2025-02,C00097,CAT004,Midwest,Online,1,85.53,55.67,29.86,0.3491,0.048,2
O009310,2025-02-20,2025-02,C00199,CAT001,Midwest,Online,2,465.49,343.5,121.99,0.2621,0.035,4
O009311,2025-02-20,2025-02,C00553,CAT003,West,Online,2,278.88,169.29,109.59,0.393,0.104,3
O009312,2025-02-16,2025-02,C00517,CAT001,Midwest,Marketplace,1,184.61,136.64,47.97,0.2598,0.169,4
O009313,2025-02-27,2025-02,C00524,CAT005,Midwest,Marketplace,4,348.37,232.88,115.49,0.3315,0.211,1
O009314,2025-02-08,2025-02,C00170,CAT001,South,Retail Store,2,394.66,291.74,102.92,0.2608,0.116,4
O009315,2025-02-13,2025-02,C01180,CAT003,Northeast,Online,3,464.34,291.5,172.84,0.3722,0.02,6
O009316,2025-02-02,2025-02,C00047,CAT001,West,Retail Store,3,897.27,650.67,246.6,0.2748,0.041,5
O009317,2025-02-06,2025-02,C00266,CAT005,Midwest,Retail Store,4,544.73,372.67,172.06,0.3159,0.067,2
O009318,2025-02-14,2025-02,C00162,CAT002,South,Retail Store,3,319.64,217.11,102.53,0.3208,0.137,2
O009319,2025-02-02,2025-02,C00258,CAT003,South,Marketplace,4,630.38,392.13,238.25,0.3779,0.223,4
O009320,2025-02-01,2025-02,C00975,CAT004,Midwest,Marketplace,2,163.75,105.66,58.09,0.3547,0.134,2
O009321,2025-02-18,2025-02,C00890,CAT002,Midwest,Marketplace,3,408.52,271.31,137.21,0.3359,0.132,3
O009322,2025-02-22,2025-02,C00113,CAT003,Midwest,Marketplace,3,414.23,258.92,155.31,0.3749,0.204,2
O009323,2025-02-14,2025-02,C00465,CAT001,Midwest,Online,3,800.37,573.83,226.54,0.283,0.049,5
O009324,2025-02-10,2025-02,C00530,CAT001,South,Retail Store,1,218.37,158.41,59.96,0.2746,0.079,5
O009325,2025-02-18,2025-02,C00886,CAT001,West,Marketplace,3,548.99,405.54,143.45,0.2613,0.182,2
O009326,2025-02-13,2025-02,C00276,CAT003,South,Retail Store,3,528.04,322.2,205.84,0.3898,0.109,1
O009327,2025-02-27,2025-02,C00445,CAT001,Midwest,Marketplace,4,958.35,724.11,234.24,0.2444,0.216,3
O009328,2025-02-01,2025-02,C00779,CAT005,Midwest,Online,2,203.55,141.82,61.73,0.3033,0.106,8
O009329,2025-02-04,2025-02,C01063,CAT005,South,Retail Store,3,356.72,252.39,104.33,0.2925,0.09,1
O009330,2025-02-20,2025-02,C00407,CAT001,Midwest,Retail Store,2,419.14,304.53,114.61,0.2734,0.148,2
O009331,2025-02-13,2025-02,C01193,CAT001,South,Marketplace,3,744.84,555.66,189.18,0.254,0.133,1
O009332,2025-02-20,2025-02,C01143,CAT001,Northeast,Marketplace,1,225.17,163.73,61.44,0.2729,0.223,4
O009333,2025-02-16,2025-02,C00434,CAT003,Northeast,Retail Store,3,581.01,363.68,217.33,0.3741,0.049,5
O009334,2025-02-05,2025-02,C01094,CAT004,Northeast,Marketplace,3,231.08,150.14,80.94,0.3503,0.137,2
O009335,2025-02-20,2025-02,C00799,CAT004,Midwest,Retail Store,1,88.94,56.44,32.5,0.3654,0.005,2
O009336,2025-02-14,2025-02,C01044,CAT002,Midwest,Online,1,128.93,88.18,40.75,0.3161,0.017,8
O009337,2025-02-14,2025-02,C01015,CAT003,West,Retail Store,2,364.64,224.44,140.2,0.3845,0.02,5
O009338,2025-02-23,2025-02,C01154,CAT003,Northeast,Marketplace,1,154.48,93.02,61.46,0.3979,0.184,2
O009339,2025-02-02,2025-02,C00861,CAT002,Midwest,Online,1,132.71,91.19,41.52,0.3129,0.129,6
O009340,2025-02-04,2025-02,C00840,CAT005,Midwest,Retail Store,2,217.42,146.89,70.53,0.3244,0.001,5
O009341,2025-02-15,2025-02,C00622,CAT002,Midwest,Online,1,154.53,105.7,48.83,0.316,0.062,7
O009342,2025-02-21,2025-02,C00477,CAT004,West,Online,4,393.43,255.51,137.92,0.3506,0.091,2
O009343,2025-02-12,2025-02,C00833,CAT004,Midwest,Marketplace,4,278.55,181.6,96.95,0.3481,0.176,2
O009344,2025-02-02,2025-02,C01102,CAT001,Midwest,Marketplace,1,276.04,197.56,78.48,0.2843,0.133,3
O009345,2025-02-16,2025-02,C00635,CAT005,South,Marketplace,1,105.87,70.25,35.62,0.3365,0.182,3
O009346,2025-02-12,2025-02,C00278,CAT004,Midwest,Online,4,295.3,186.82,108.48,0.3674,0.111,3
O009347,2025-02-01,2025-02,C00424,CAT002,Midwest,Online,3,445.8,303.95,141.85,0.3182,0.038,5
O009348,2025-02-03,2025-02,C00939,CAT001,South,Retail Store,3,823.78,603.31,220.47,0.2676,0.112,4
O009349,2025-02-05,2025-02,C00997,CAT005,Northeast,Marketplace,3,253.99,174.16,79.83,0.3143,0.18,3
O009350,2025-02-25,2025-02,C00469,CAT003,Midwest,Online,3,590.72,348.36,242.36,0.4103,0.028,4
O009351,2025-02-21,2025-02,C00897,CAT005,South,Marketplace,3,338.96,225.66,113.3,0.3343,0.181,5
O009352,2025-02-13,2025-02,C00380,CAT002,West,Retail Store,3,464.76,308.01,156.75,0.3373,0.073,4
O009353,2025-02-08,2025-02,C01097,CAT004,South,Retail Store,2,161.13,101.1,60.03,0.3726,0.155,3
O009354,2025-02-14,2025-02,C00746,CAT003,Midwest,Marketplace,1,162.12,95.83,66.29,0.4089,0.162,1
O009355,2025-02-13,2025-02,C00444,CAT005,Midwest,Marketplace,2,201.49,140.22,61.27,0.3041,0.196,5
O009356,2025-02-06,2025-02,C00767,CAT004,West,Retail Store,4,340.11,213.09,127.02,0.3735,0.128,5
O009357,2025-02-08,2025-02,C00171,CAT004,South,Marketplace,2,181.74,118.91,62.83,0.3457,0.215,2
O009358,2025-02-18,2025-02,C00175,CAT001,West,Retail Store,2,463.45,346.05,117.4,0.2533,0.064,3
O009359,2025-02-10,2025-02,C01142,CAT001,South,Marketplace,3,656.35,489.38,166.97,0.2544,0.146,5
O009360,2025-02-13,2025-02,C00065,CAT004,South,Retail Store,3,300.23,201.1,99.13,0.3302,0.111,1
O009361,2025-02-10,2025-02,C00553,CAT005,West,Marketplace,2,220.34,147.78,72.56,0.3293,0.175,4
O009362,2025-02-13,2025-02,C00209,CAT005,Midwest,Online,3,275.76,185.25,90.51,0.3282,0.123,6
O009363,2025-02-03,2025-02,C00881,CAT003,South,Online,3,588.77,360.87,227.9,0.3871,0.059,7
O009364,2025-02-12,2025-02,C01193,CAT004,South,Retail Store,3,223.37,142.06,81.31,0.364,0.116,2
O009365,2025-02-27,2025-02,C00701,CAT002,Midwest,Retail Store,3,411.48,279.79,131.69,0.32,0.09,5
O009366,2025-02-25,2025-02,C00584,CAT002,South,Marketplace,2,226.87,148.09,78.78,0.3472,0.148,4
O009367,2025-02-23,2025-02,C01132,CAT001,South,Online,2,490.32,353.65,136.67,0.2787,0.06,7
O009368,2025-02-15,2025-02,C00541,CAT001,West,Marketplace,2,431.95,326.28,105.67,0.2446,0.186,2
O009369,2025-02-08,2025-02,C00523,CAT002,Midwest,Online,1,139.74,94,45.74,0.3273,0.02,1
O009370,2025-02-23,2025-02,C00208,CAT005,Midwest,Marketplace,3,295.17,206.18,88.99,0.3015,0.171,4
O009371,2025-02-16,2025-02,C00882,CAT001,Midwest,Online,3,685.11,518.76,166.35,0.2428,0.106,6
O009372,2025-02-16,2025-02,C00127,CAT005,West,Marketplace,1,92.94,63.94,29,0.312,0.222,4
O009373,2025-02-24,2025-02,C00746,CAT003,Midwest,Retail Store,1,153.18,94.99,58.19,0.3799,0.014,5
O009374,2025-02-24,2025-02,C00881,CAT003,South,Retail Store,4,772.18,476.97,295.21,0.3823,0.099,4
O009375,2025-02-01,2025-02,C00440,CAT002,West,Retail Store,2,298.18,204.81,93.37,0.3131,0.074,3
O009376,2025-02-27,2025-02,C00064,CAT004,West,Online,4,426.56,278.68,147.88,0.3467,0.081,6
O009377,2025-02-19,2025-02,C00941,CAT005,Midwest,Marketplace,2,205.28,137.33,67.95,0.331,0.192,4
O009378,2025-02-07,2025-02,C00866,CAT001,West,Marketplace,3,618.73,457.97,160.76,0.2598,0.218,1
O009379,2025-02-14,2025-02,C00036,CAT002,Midwest,Retail Store,1,162.36,105.98,56.38,0.3473,0.023,3
O009380,2025-02-07,2025-02,C00254,CAT002,Northeast,Retail Store,4,492.84,326.32,166.52,0.3379,0.081,3
O009381,2025-02-05,2025-02,C00974,CAT003,South,Online,1,163.44,101.95,61.49,0.3762,0.077,8
O009382,2025-02-15,2025-02,C01160,CAT001,Northeast,Online,3,764.25,573.19,191.06,0.25,0.149,5
O009383,2025-02-12,2025-02,C00720,CAT005,West,Marketplace,4,346.33,243.17,103.16,0.2979,0.194,2
O009384,2025-02-25,2025-02,C00171,CAT004,South,Retail Store,1,108.78,68.48,40.3,0.3705,0.041,5
O009385,2025-02-18,2025-02,C00612,CAT003,Northeast,Marketplace,2,350.78,207.45,143.33,0.4086,0.183,4
O009386,2025-02-03,2025-02,C00333,CAT005,South,Marketplace,4,359.65,247.73,111.92,0.3112,0.164,1
O009387,2025-02-14,2025-02,C00604,CAT001,Northeast,Retail Store,4,940.01,712.87,227.14,0.2416,0.064,2
O009388,2025-02-19,2025-02,C00228,CAT005,South,Retail Store,3,350.2,234.8,115.4,0.3295,0.032,5
O009389,2025-02-08,2025-02,C01115,CAT004,West,Marketplace,4,297.3,197.67,99.63,0.3351,0.226,5
O009390,2025-02-23,2025-02,C01147,CAT003,Midwest,Marketplace,3,464.58,290.24,174.34,0.3753,0.149,1
O009391,2025-02-04,2025-02,C00785,CAT002,Midwest,Marketplace,4,517.22,335.73,181.49,0.3509,0.222,4
O009392,2025-02-21,2025-02,C00129,CAT002,Midwest,Retail Store,3,384.58,252.69,131.89,0.3429,0.006,3
O009393,2025-02-14,2025-02,C00671,CAT005,South,Marketplace,4,440.92,299.3,141.62,0.3212,0.191,2
O009394,2025-02-12,2025-02,C01033,CAT005,Midwest,Marketplace,1,108.61,74.98,33.63,0.3096,0.211,1
O009395,2025-02-22,2025-02,C00567,CAT004,West,Online,1,93.29,61.06,32.23,0.3455,0.126,8
O009396,2025-02-04,2025-02,C01114,CAT001,West,Online,4,1157.31,869,288.31,0.2491,0.013,3
O009397,2025-02-08,2025-02,C00239,CAT004,Northeast,Online,2,194.91,123.65,71.26,0.3656,0.157,2
O009398,2025-02-21,2025-02,C01121,CAT004,West,Marketplace,4,337.77,225.89,111.88,0.3312,0.22,2
O009399,2025-02-20,2025-02,C00659,CAT004,South,Marketplace,1,89.6,56.55,33.05,0.3689,0.177,3
O009400,2025-02-03,2025-02,C00817,CAT003,Midwest,Marketplace,1,164.09,100.01,64.08,0.3905,0.226,1
O009401,2025-02-21,2025-02,C00369,CAT005,South,Marketplace,4,472.59,318.39,154.2,0.3263,0.135,4
O009402,2025-02-02,2025-02,C01097,CAT004,South,Marketplace,2,187.66,120.67,66.99,0.357,0.185,5
O009403,2025-02-27,2025-02,C00740,CAT002,Midwest,Online,1,152.63,101.89,50.74,0.3324,0.019,3
O009404,2025-02-16,2025-02,C01137,CAT001,West,Online,2,561.21,404.57,156.64,0.2791,0.023,8
O009405,2025-02-08,2025-02,C00435,CAT005,Northeast,Online,3,293.56,206.89,86.67,0.2952,0.128,8
O009406,2025-02-05,2025-02,C00167,CAT003,South,Retail Store,3,625.09,381.47,243.62,0.3897,0.02,4
O009407,2025-02-05,2025-02,C00760,CAT005,South,Marketplace,3,303.28,211.03,92.25,0.3042,0.201,3
O009408,2025-02-21,2025-02,C00569,CAT002,West,Retail Store,2,295.71,191.57,104.14,0.3522,0.133,3
O009409,2025-02-27,2025-02,C00993,CAT001,Midwest,Marketplace,2,460.48,339.68,120.8,0.2623,0.13,3
O009410,2025-02-04,2025-02,C00324,CAT002,Midwest,Retail Store,3,351.47,237.27,114.2,0.3249,0.099,5
O009411,2025-02-23,2025-02,C00046,CAT003,Midwest,Marketplace,2,262.71,163.27,99.44,0.3785,0.185,2
O009412,2025-02-13,2025-02,C00207,CAT002,South,Retail Store,1,142.61,96.85,45.76,0.3209,0.088,1
O009413,2025-02-20,2025-02,C00438,CAT005,Northeast,Online,2,229.52,153.04,76.48,0.3332,0.081,3
O009414,2025-02-07,2025-02,C00750,CAT003,South,Retail Store,4,719.95,436.52,283.43,0.3937,0.121,2
O009415,2025-02-09,2025-02,C00493,CAT005,Northeast,Retail Store,1,105.87,73.77,32.1,0.3032,0.068,5
O009416,2025-02-13,2025-02,C00619,CAT004,South,Online,1,96.2,62.21,33.99,0.3533,0.027,5
O009417,2025-02-12,2025-02,C00098,CAT002,West,Marketplace,1,119.99,77.46,42.53,0.3544,0.204,5
O009418,2025-02-23,2025-02,C01123,CAT004,West,Retail Store,4,370.95,237.18,133.77,0.3606,0.052,5
O009419,2025-02-18,2025-02,C00094,CAT004,West,Marketplace,4,298,195.61,102.39,0.3436,0.138,3
O009420,2025-02-06,2025-02,C00510,CAT003,West,Marketplace,2,267.89,158.87,109.02,0.407,0.141,1
O009421,2025-02-11,2025-02,C00502,CAT002,South,Online,2,229.06,155.66,73.4,0.3204,0.133,1
O009422,2025-02-03,2025-02,C00076,CAT004,Midwest,Marketplace,1,80.34,52.66,27.68,0.3445,0.15,3
O009423,2025-02-25,2025-02,C00148,CAT002,Northeast,Retail Store,1,116.59,75.96,40.63,0.3485,0.094,1
O009424,2025-02-01,2025-02,C00040,CAT005,Midwest,Online,1,112.26,79.2,33.06,0.2945,0.089,5
O009425,2025-02-24,2025-02,C00421,CAT005,Northeast,Marketplace,2,209.54,148.12,61.42,0.2931,0.147,3
O009426,2025-02-03,2025-02,C00691,CAT001,South,Retail Store,3,661.32,470.06,191.26,0.2892,0.096,4
O009427,2025-02-14,2025-02,C00687,CAT005,West,Marketplace,1,114.55,81.17,33.38,0.2914,0.223,1
O009428,2025-02-17,2025-02,C01083,CAT002,South,Marketplace,4,526.36,345.02,181.34,0.3445,0.193,3
O009429,2025-02-10,2025-02,C00724,CAT003,Northeast,Online,2,316,190.52,125.48,0.3971,0.091,6
O009430,2025-02-03,2025-02,C00819,CAT002,South,Online,2,254.83,171.61,83.22,0.3266,0.001,3
O009431,2025-02-08,2025-02,C00147,CAT002,Northeast,Marketplace,4,468.61,315.36,153.25,0.327,0.191,2
O009432,2025-02-26,2025-02,C00848,CAT002,Northeast,Online,4,685.63,442.83,242.8,0.3541,0.034,3
O009433,2025-02-16,2025-02,C00462,CAT003,West,Online,1,180.48,111.79,68.69,0.3806,0.079,6
O009434,2025-02-14,2025-02,C01108,CAT002,West,Marketplace,4,479.47,325,154.47,0.3222,0.201,5
O009435,2025-02-04,2025-02,C00115,CAT004,South,Marketplace,2,135.96,88.53,47.43,0.3489,0.172,2
O009436,2025-02-24,2025-02,C00920,CAT001,South,Online,2,525.27,382.71,142.56,0.2714,0.011,1
O009437,2025-02-03,2025-02,C00055,CAT005,West,Marketplace,3,337.18,233.12,104.06,0.3086,0.211,2
O009438,2025-02-19,2025-02,C00427,CAT001,West,Online,1,240.7,173.39,67.31,0.2796,0.145,6
O009439,2025-02-23,2025-02,C00493,CAT004,Northeast,Marketplace,1,75.65,48,27.65,0.3655,0.211,1
O009440,2025-02-25,2025-02,C00762,CAT001,Northeast,Marketplace,2,520.28,383.07,137.21,0.2637,0.156,2
O009441,2025-02-13,2025-02,C00440,CAT002,West,Online,4,526.53,360.87,165.66,0.3146,0.06,3
O009442,2025-02-19,2025-02,C00408,CAT004,South,Online,4,321.26,211.06,110.2,0.343,0.09,6
O009443,2025-02-18,2025-02,C00623,CAT002,Midwest,Online,3,392.65,252.89,139.76,0.3559,0.073,3
O009444,2025-02-03,2025-02,C00441,CAT005,Northeast,Retail Store,1,125.05,87.93,37.12,0.2968,0.009,3
O009445,2025-02-21,2025-02,C00506,CAT005,Northeast,Retail Store,1,127.1,86.25,40.85,0.3214,0.039,2
O009446,2025-02-20,2025-02,C00200,CAT005,West,Online,3,353.33,237.26,116.07,0.3285,0.118,4
O009447,2025-02-11,2025-02,C00968,CAT003,Midwest,Marketplace,4,496.6,302.13,194.47,0.3916,0.166,1
O009448,2025-02-04,2025-02,C00595,CAT002,Midwest,Retail Store,3,478.74,318.01,160.73,0.3357,0.102,5
O009449,2025-02-17,2025-02,C00430,CAT003,Northeast,Retail Store,1,157.94,93.25,64.69,0.4096,0.112,4
O009450,2025-02-21,2025-02,C00979,CAT003,West,Online,4,598.89,367.8,231.09,0.3859,0.118,8
O009451,2025-02-26,2025-02,C01003,CAT005,South,Marketplace,3,347.81,238.53,109.28,0.3142,0.148,3
O009452,2025-02-16,2025-02,C00557,CAT004,Midwest,Online,2,184.35,122.81,61.54,0.3338,0.113,1
O009453,2025-02-18,2025-02,C00902,CAT001,West,Online,2,575.55,420.13,155.42,0.27,0.082,5
O009454,2025-02-20,2025-02,C00190,CAT003,Midwest,Online,1,197.25,115.21,82.04,0.4159,0.031,7
O009455,2025-02-24,2025-02,C00090,CAT002,Midwest,Marketplace,2,248.26,159.84,88.42,0.3562,0.134,4
O009456,2025-02-16,2025-02,C01109,CAT002,Midwest,Retail Store,1,141.95,97.49,44.46,0.3132,0.107,4
O009457,2025-02-03,2025-02,C00848,CAT005,Northeast,Online,2,198.03,136.62,61.41,0.3101,0.071,8
O009458,2025-02-12,2025-02,C00711,CAT001,Northeast,Retail Store,1,289.62,214.6,75.02,0.259,0.004,2
O009459,2025-02-16,2025-02,C00905,CAT004,Northeast,Retail Store,2,223.97,142.42,81.55,0.3641,0.024,1
O009460,2025-02-27,2025-02,C00146,CAT002,Northeast,Retail Store,1,142.19,93.1,49.09,0.3452,0.127,4
O009461,2025-02-14,2025-02,C00515,CAT005,Midwest,Marketplace,1,96.46,67,29.46,0.3054,0.188,4
O009462,2025-02-09,2025-02,C00313,CAT005,Northeast,Online,4,497.99,334.08,163.91,0.3291,0.061,3
O009463,2025-02-12,2025-02,C00394,CAT005,Midwest,Online,4,514.24,339.46,174.78,0.3399,0.007,6
O009464,2025-02-04,2025-02,C00744,CAT004,Northeast,Retail Store,4,291.4,190.66,100.74,0.3457,0.157,1
O009465,2025-02-21,2025-02,C00663,CAT001,South,Retail Store,2,389.56,294.86,94.7,0.2431,0.16,1
O009466,2025-02-27,2025-02,C01060,CAT001,Midwest,Retail Store,2,438.19,321.83,116.36,0.2655,0.118,4
O009467,2025-02-04,2025-02,C00168,CAT003,Midwest,Retail Store,1,152.3,94.8,57.5,0.3775,0.017,3
O009468,2025-02-03,2025-02,C01035,CAT002,West,Marketplace,2,256.88,168.34,88.54,0.3447,0.199,5
O009469,2025-02-22,2025-02,C00335,CAT001,Northeast,Online,4,1223.31,873.39,349.92,0.286,0.033,8
O009470,2025-02-11,2025-02,C00475,CAT003,Midwest,Marketplace,1,141.04,82.62,58.42,0.4142,0.216,2
O009471,2025-02-09,2025-02,C00532,CAT001,Northeast,Marketplace,2,471.82,347.98,123.84,0.2625,0.179,3
O009472,2025-02-02,2025-02,C00782,CAT001,West,Marketplace,4,887.51,661.63,225.88,0.2545,0.182,2
O009473,2025-02-20,2025-02,C00306,CAT003,South,Marketplace,1,172.42,100.92,71.5,0.4147,0.178,2
O009474,2025-02-09,2025-02,C00208,CAT002,Midwest,Marketplace,3,299.19,197.45,101.74,0.3401,0.212,2
O009475,2025-02-20,2025-02,C00505,CAT001,Midwest,Marketplace,3,723.26,524.66,198.6,0.2746,0.165,5
O009476,2025-02-21,2025-02,C00942,CAT004,Midwest,Marketplace,3,206.55,135.86,70.69,0.3422,0.221,3
O009477,2025-02-16,2025-02,C00902,CAT005,West,Online,2,251.54,168.94,82.6,0.3284,0.041,2
O009478,2025-02-03,2025-02,C00789,CAT002,West,Retail Store,1,137.69,88.27,49.42,0.3589,0.158,1
O009479,2025-02-09,2025-02,C00598,CAT004,Northeast,Online,2,170.46,108.94,61.52,0.3609,0.156,1
O009480,2025-02-22,2025-02,C01067,CAT005,Northeast,Marketplace,1,99.96,66.65,33.31,0.3332,0.135,3
O009481,2025-02-05,2025-02,C00624,CAT004,Northeast,Online,1,75.72,48.72,27,0.3566,0.152,7
O009482,2025-02-25,2025-02,C00484,CAT001,Northeast,Online,1,247.61,181.19,66.42,0.2682,0.05,3
O009483,2025-02-15,2025-02,C00338,CAT004,South,Marketplace,3,274.74,173.55,101.19,0.3683,0.216,1
O009484,2025-02-22,2025-02,C01072,CAT001,West,Retail Store,3,724.75,529.27,195.48,0.2697,0.056,5
O009485,2025-02-24,2025-02,C00986,CAT003,South,Marketplace,3,499.15,302.94,196.21,0.3931,0.212,5
O009486,2025-02-25,2025-02,C00147,CAT002,Northeast,Retail Store,4,500.35,337.95,162.4,0.3246,0.04,5
O009487,2025-02-27,2025-02,C00871,CAT002,West,Retail Store,4,547.91,358.9,189.01,0.345,0,4
O009488,2025-02-14,2025-02,C00397,CAT004,Northeast,Marketplace,3,252.1,158.09,94.01,0.3729,0.23,4
O009489,2025-02-15,2025-02,C01001,CAT005,West,Marketplace,4,427.65,290.23,137.42,0.3213,0.178,1
